Topic ID,Title,Fancy Title,Slug,Posts Count,Reply Count,Highest Post Number,Image URL,Created At,Last Posted At,Views,Like Count,Pinned,Unpinned,Closed,Visible,Tags,Last Poster Username,Category ID,posters,Original Poster ID
14299,About the Grants Discussions category,About the Grants Discussions category,about-the-grants-discussions-category,3,0,3,,2023-05-03 20:58:02,2023-11-15 07:36:21,1759,11,True,,False,True,[],Ligaya,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 7, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13279, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14000, 'primary_group_id': None, 'flair_group_id': None}]",7
21270,Arbitrum and the Future of Web3 Gaming,Arbitrum and the Future of Web3 Gaming,arbitrum-and-the-future-of-web3-gaming,38,18,40,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/0/0d1fb9970ff72fa8025df71a0cf5c7914863f8f1_2_1024x576.png,2024-02-16 04:38:56,2024-03-14 19:45:49,5836,83,False,,False,True,[],KivalS,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12440, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14914, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14852, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 15273, 'primary_group_id': None, 'flair_group_id': None}]",12440
21184,Supporting (some of) the needs of builders through grants: a simple analysis of what the DAO could do next,Supporting (some of) the needs of builders through grants: a simple analysis of what the DAO could do next,supporting-some-of-the-needs-of-builders-through-grants-a-simple-analysis-of-what-the-dao-could-do-next,13,4,13,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/3/327978ecd94757be1319ec4859f5e1f8bb82e847_2_1024x803.png,2024-02-11 12:33:01,2024-03-12 18:32:31,679,35,False,,False,True,[],charlesfreeborn,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11975, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14283, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8115, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14312, 'primary_group_id': None, 'flair_group_id': None}]",11975
22352,r/Cryptocurrency Takeover ,r/Cryptocurrency Takeover ,r-cryptocurrency-takeover,3,3,5,,2024-03-12 01:25:13,2024-03-12 08:33:11,133,1,False,,False,True,['proposal'],MeLLoN98,11,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 15180, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7486, 'primary_group_id': None, 'flair_group_id': None}]",15180
22243,Arbitrum LATAM Report — February 2024 ,Arbitrum LATAM Report — February 2024 ,arbitrum-latam-report-february-2024,1,0,1,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/e/e2fca2f25b2f65c12d2790fe4de42dd5f7f3fddf.png,2024-03-07 13:51:24,2024-03-07 13:51:24,120,0,False,,False,True,[],Sebix,11,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 11995, 'primary_group_id': None, 'flair_group_id': None}]",11995
20916,Learnings from STIP: Community Interview Summaries and Notes,Learnings from STIP: Community Interview Summaries and Notes,learnings-from-stip-community-interview-summaries-and-notes,7,1,7,,2024-01-29 01:48:01,2024-03-05 16:33:43,652,24,False,,False,True,[],kbw,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 336, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13905, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12166, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14371, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 15121, 'primary_group_id': None, 'flair_group_id': None}]",336
20980,Proposal: Experimental Incentive Program for Arbitrum Game Builders(for Discussion),Proposal: Experimental Incentive Program for Arbitrum Game Builders(for Discussion),proposal-experimental-incentive-program-for-arbitrum-game-builders-for-discussion,9,2,9,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/e/e2eba93571eb719afe98ebdc11235a8df5f8d325_2_1024x526.jpeg,2024-01-31 09:05:04,2024-03-02 06:31:34,551,13,False,,False,True,['proposal'],blanklee,11,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14668, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14664, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13765, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14590, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14782, 'primary_group_id': None, 'flair_group_id': None}]",14668
21235,Event Horizon: Call for creative uses of delegation to boost participation,Event Horizon: Call for creative uses of delegation to boost participation,event-horizon-call-for-creative-uses-of-delegation-to-boost-participation,7,1,7,,2024-02-14 00:53:12,2024-02-27 20:22:49,424,15,False,,False,True,"['proposal', 'governance', 'delegation', 'snapshot', 'tally']",EventHorizonDAO,11,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14778, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7308, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8115, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14514, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11600, 'primary_group_id': None, 'flair_group_id': None}]",14778
15759,Arbitrum DAO Grants Domain Allocator Nominations,Arbitrum DAO Grants Domain Allocator Nominations,arbitrum-dao-grants-domain-allocator-nominations,113,54,123,,2023-08-07 17:47:30,2024-02-16 20:49:08,11014,599,False,,False,True,[],JoJo,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11262, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12251, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12048, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11404, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 11975, 'primary_group_id': None, 'flair_group_id': None}]",11262
21143,Call for action - review of Delegate Domain Allocation by Questbook Grants Program,Call for action - review of Delegate Domain Allocation by Questbook Grants Program,call-for-action-review-of-delegate-domain-allocation-by-questbook-grants-program,3,0,3,,2024-02-08 00:31:50,2024-02-08 08:53:49,384,15,False,,False,True,[],Srijith-Questbook,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 7988, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12251, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12295, 'primary_group_id': None, 'flair_group_id': None}]",7988
21098,Business Clusters as a Strategy for Arbitrum,Business Clusters as a Strategy for Arbitrum,business-clusters-as-a-strategy-for-arbitrum,1,0,1,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/5/5b992fb495dfdfe2e7f59ead2f27a41fa0ec2d12_2_1024x284.png,2024-02-06 00:20:03,2024-02-06 00:20:03,461,9,False,,False,True,['governance'],danielo,11,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14283, 'primary_group_id': None, 'flair_group_id': None}]",14283
21028,Arbitrum LATAM Report — January 2024,Arbitrum LATAM Report — January 2024,arbitrum-latam-report-january-2024,2,0,2,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/8/869cd36225508dd42d8a378ae4a8a2afe6b1d9c5_2_1024x575.png,2024-02-02 13:14:21,2024-02-02 14:23:17,370,22,False,,False,True,[],JoJo,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11995, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 11975, 'primary_group_id': None, 'flair_group_id': None}]",11995
20973,Allo on Arbitrum Hackathon: Results and Recap,Allo on Arbitrum Hackathon: Results and Recap,allo-on-arbitrum-hackathon-results-and-recap,1,0,1,,2024-01-31 00:30:06,2024-01-31 00:30:06,318,2,False,,False,True,[],annelisa-buidlbox,11,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14665, 'primary_group_id': None, 'flair_group_id': None}]",14665
20715,Analytical vs Systemic approach to grant allocation,Analytical vs Systemic approach to grant allocation,analytical-vs-systemic-approach-to-grant-allocation,5,2,5,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/b/bd41f6d53be29d314de22875dd02ae1eaf7a9fbb_2_1024x440.png,2024-01-18 15:59:00,2024-01-30 03:44:43,430,17,False,,False,True,[],danielo,11,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14283, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11673, 'primary_group_id': None, 'flair_group_id': None}]",14283
20757,A New Thesis for Network-Level Incentives Programs,A New Thesis for Network-Level Incentives Programs,a-new-thesis-for-network-level-incentives-programs,3,1,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/0/04219591b5211f99a9b8f267978881315116c4a0.png,2024-01-20 07:20:45,2024-01-24 16:04:44,506,16,False,,False,True,[],tnorm,11,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 336, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7290, 'primary_group_id': None, 'flair_group_id': None}]",336
19985,The Arbitrum Citizens Retrofunding Round 1 Results & Recap⛄ :blue_heart:,The Arbitrum Citizens Retrofunding Round 1 Results &amp; Recap⛄ :blue_heart:,the-arbitrum-citizens-retrofunding-round-1-results-recap,5,1,6,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/3/3c596901cd8f7ad499bb639222183b7920aef669_2_1024x224.png,2023-12-10 14:04:46,2024-01-23 08:32:56,849,19,False,,False,True,"['proposal', 'governance', 'aip', 'consensus']",KarlaGod,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 9286, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14064, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14593, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14458, 'primary_group_id': None, 'flair_group_id': None}]",9286
20416,Serious People: Proposed KPIs for Arbitrum Grant Programs (LTIPP),Serious People: Proposed KPIs for Arbitrum Grant Programs (LTIPP),serious-people-proposed-kpis-for-arbitrum-grant-programs-ltipp,28,13,28,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/0/086490d9d385ab0439dd10ed702103c2ef7d07ab.png,2024-01-04 08:59:46,2024-01-17 04:49:11,2325,169,False,,False,True,[],zen,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14384, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14283, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12587, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14526, 'primary_group_id': None, 'flair_group_id': None}]",14384
18948,Proposal to Improve Future Incentive Programs,Proposal to Improve Future Incentive Programs,proposal-to-improve-future-incentive-programs,9,3,9,,2023-10-16 02:44:39,2024-01-12 12:49:52,1110,28,False,,False,True,[],danielo,11,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12778, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13635, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13752, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13798, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14283, 'primary_group_id': None, 'flair_group_id': None}]",12778
